listing_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,super_built_up_sqft,price_per_sqft,total_price_inr,total_price_lakh,furnishing_status,possession_status,floor_number,total_floors,age_of_property_years,facing,amenities_count,amenities,builder_name,transaction_type,listing_date,days_on_market,price_negotiable,loan_available,parking_count,rera_registered,listing_source
RES102209,PROP502523,Kolkata,West Bengal,Rajarhat,Apartment,3,3,4,1655,1903,2069,9945,16500000,165,Furnished,New Launch,23,27,14,North-West,4,Car Parking|24x7 Security|Jogging Track|Gym,Sobha Limited,New Property,12-01-2022,371,Yes,Yes,1,No,99acres
RES102210,PROP505847,Jaipur,Rajasthan,Pratap Nagar,Independent House,1,1,2,1412,1624,1765,4385,6200000,62,Furnished,Ready to Move,24,33,1,South-East,3,Club House|Jogging Track|Power Backup,DLF,Resale,27-03-2025,198,Yes,Yes,1,Yes,Owner
RES102211,PROP503489,Kochi,Kerala,Zone H,Row House,3,3,4,2123,2441,2654,4019,8500000,85,Unfurnished,Ready to Move,2,23,0,South-East,4,Jogging Track|Garden|Lift|Swimming Pool,Mahindra Lifespaces,Resale,13-03-2023,212,Yes,No,1,Yes,Housing.com
RES102212,PROP500731,Surat,Gujarat,Pal,Builder Floor,2,2,3,1563,1797,1954,4200,6600000,66,Furnished,Under Construction,3,8,11,West,3,Jogging Track|Power Backup|Gym,Raymond Realty,Resale,22-04-2023,259,Yes,Yes,1,Yes,NoBroker
RES102213,PROP500483,Chandigarh,Chandigarh,Zone G,Villa,2,2,3,2012,2314,2515,3419,6900000,69,Semi-Furnished,Under Construction,6,9,20,North-East,8,Lift|Car Parking|Power Backup|Club House|Garden|Children Play Area|Jogging Track|Gym,DLF,New Property,21-03-2024,24,No,Yes,0,Yes,NoBroker
RES102214,PROP505112,Hyderabad,Telangana,Jubilee Hills,Villa,1,1,2,1315,1512,1644,7585,10000000,100,Semi-Furnished,New Launch,10,10,6,West,8,Garden|Lift|Power Backup|Jogging Track|Swimming Pool|Club House|Car Parking|Children Play Area,Kolte Patil,Resale,10-02-2024,356,Yes,Yes,1,Yes,NoBroker
RES102215,PROP505168,Bangalore,Karnataka,Bellandur,Penthouse,4,4,5,2023,2326,2529,7057,14300000,143,Unfurnished,Ready to Move,9,9,24,South,3,Jogging Track|Garden|Car Parking,Shapoorji Pallonji,Resale,14-08-2024,222,Yes,Yes,1,Yes,99acres
RES102216,PROP500079,Lucknow,Uttar Pradesh,Zone H,Villa,3,3,4,1813,2085,2266,4396,8000000,80,Semi-Furnished,New Launch,15,23,9,West,5,Car Parking|Lift|Power Backup|Club House|Gym,Hiranandani,Resale,10-06-2022,325,No,Yes,1,No,MagicBricks
RES102217,PROP503818,Chandigarh,Chandigarh,Zone A,Penthouse,1,1,2,1421,1634,1776,3806,5400000,54,Semi-Furnished,Under Construction,21,39,6,West,7,Children Play Area|24x7 Security|Jogging Track|Gym|Swimming Pool|Garden|Power Backup,Hiranandani,Resale,02-08-2025,390,No,Yes,1,No,Housing.com
RES102218,PROP504040,Ahmedabad,Gujarat,Prahlad Nagar,Row House,3,3,4,1935,2225,2419,4645,9000000,90,Semi-Furnished,New Launch,34,34,19,South-East,3,Power Backup|Gym|Car Parking,Sobha Limited,New Property,02-03-2024,337,Yes,No,1,No,Owner
RES102219,PROP503354,Vadodara,Gujarat,Zone J,Penthouse,5,5,5,3048,3505,3810,3105,9500000,95,Unfurnished,Under Construction,14,26,9,East,8,Club House|Jogging Track|24x7 Security|Garden|Children Play Area|Lift|Power Backup|Car Parking,Mahindra Lifespaces,Resale,01-03-2023,97,Yes,No,1,Yes,Owner
RES102220,PROP501093,Jaipur,Rajasthan,C Scheme,Row House,3,3,4,2039,2345,2549,4596,9400000,94,Furnished,New Launch,18,23,20,South,8,Swimming Pool|Gym|Garden|24x7 Security|Club House|Car Parking|Lift|Children Play Area,Shapoorji Pallonji,Resale,10-01-2025,211,Yes,Yes,2,Yes,99acres
RES102221,PROP501960,Kolkata,West Bengal,Howrah,Independent House,4,4,5,2220,2553,2775,8926,19800000,198,Furnished,Ready to Move,1,31,14,West,7,Car Parking|Garden|Children Play Area|Lift|Gym|Swimming Pool|Jogging Track,Godrej Properties,New Property,26-02-2025,97,Yes,No,1,Yes,MagicBricks
RES102222,PROP505088,Patna,Bihar,Zone I,Builder Floor,1,1,2,1328,1527,1660,3302,4400000,44,Unfurnished,Under Construction,4,8,5,East,8,Power Backup|Garden|Lift|Car Parking|Swimming Pool|Children Play Area|Club House|Jogging Track,Phoenix Mills,New Property,10-01-2024,202,No,Yes,1,Yes,MagicBricks
RES102223,PROP503652,Coimbatore,Tamil Nadu,Zone C,Studio,5,5,5,2651,3049,3314,4128,10900000,109,Furnished,New Launch,9,37,20,East,4,Car Parking|Garden|Gym|Power Backup,Phoenix Mills,New Property,17-04-2023,60,No,Yes,1,Yes,Housing.com
RES102224,PROP505948,Indore,Madhya Pradesh,Zone D,Penthouse,4,4,5,2291,2635,2864,3640,8300000,83,Furnished,Ready to Move,2,18,3,North,5,24x7 Security|Club House|Power Backup|Swimming Pool|Children Play Area,Phoenix Mills,Resale,21-08-2025,386,No,Yes,1,Yes,Owner
RES102225,PROP504138,Delhi,Delhi,Janakpuri,Builder Floor,2,2,3,1377,1584,1721,7177,9900000,99,Unfurnished,New Launch,27,34,0,South-West,6,Swimming Pool|Gym|Car Parking|Power Backup|24x7 Security|Children Play Area,Kolte Patil,New Property,02-01-2023,351,No,Yes,1,Yes,Housing.com
RES102226,PROP500262,Kochi,Kerala,Zone F,Row House,4,4,5,2210,2542,2762,2140,4700000,47,Semi-Furnished,Under Construction,12,20,2,North,7,Children Play Area|Lift|Gym|Car Parking|Club House|Power Backup|24x7 Security,Kolte Patil,Resale,27-02-2023,148,Yes,No,2,Yes,Owner
RES102227,PROP505342,Nagpur,Maharashtra,Zone I,Studio,1,1,2,1233,1418,1541,3817,4700000,47,Unfurnished,Ready to Move,37,39,16,West,3,Lift|Jogging Track|Car Parking,Sobha Limited,New Property,15-05-2024,294,No,No,1,No,MagicBricks
RES102228,PROP505809,Bhopal,Madhya Pradesh,Zone G,Independent House,2,2,3,2192,2521,2740,4372,9600000,96,Unfurnished,New Launch,11,19,8,South-West,3,Jogging Track|Club House|Children Play Area,Brigade Group,New Property,19-06-2023,373,Yes,Yes,1,Yes,99acres
RES102229,PROP501746,Visakhapatnam,Andhra Pradesh,Zone B,Builder Floor,2,2,3,1711,1968,2139,4984,8500000,85,Unfurnished,Ready to Move,2,2,12,North-East,6,24x7 Security|Car Parking|Swimming Pool|Children Play Area|Garden|Club House,DLF,New Property,25-06-2023,381,No,Yes,1,No,NoBroker
RES102230,PROP500503,Vadodara,Gujarat,Zone H,Builder Floor,2,2,3,1687,1940,2109,4111,6900000,69,Furnished,Under Construction,5,15,2,South-West,4,Club House|24x7 Security|Jogging Track|Power Backup,Raymond Realty,New Property,15-03-2025,195,Yes,Yes,0,Yes,Housing.com
RES102231,PROP503847,Surat,Gujarat,Althan,Villa,5,5,5,2609,3000,3261,3889,10100000,101,Semi-Furnished,Ready to Move,20,24,5,West,5,Car Parking|24x7 Security|Gym|Garden|Lift,Prestige Group,Resale,06-12-2022,257,Yes,Yes,1,No,99acres
RES102232,PROP500616,Coimbatore,Tamil Nadu,Zone B,Independent House,1,1,2,1102,1267,1378,4364,4800000,48,Unfurnished,Ready to Move,3,28,4,North-West,5,Power Backup|Club House|24x7 Security|Children Play Area|Swimming Pool,Lodha Group,Resale,12-05-2024,256,Yes,No,1,Yes,NoBroker
RES102233,PROP501994,Lucknow,Uttar Pradesh,Zone A,Independent House,5,5,5,2705,3111,3381,3987,10800000,108,Furnished,Ready to Move,5,15,0,East,8,Garden|24x7 Security|Club House|Swimming Pool|Lift|Car Parking|Gym|Children Play Area,Sobha Limited,New Property,23-12-2022,233,Yes,Yes,1,Yes,MagicBricks
RES102234,PROP505629,Chennai,Tamil Nadu,Chromepet,Row House,3,3,4,2271,2612,2839,5895,13400000,134,Semi-Furnished,New Launch,2,12,10,West,8,Gym|Swimming Pool|Lift|Club House|Power Backup|24x7 Security|Car Parking|Children Play Area,Brigade Group,New Property,24-07-2023,285,Yes,Yes,2,Yes,Owner
RES102235,PROP501772,Chennai,Tamil Nadu,Perambur,Row House,2,2,3,1696,1950,2120,5905,10000000,100,Furnished,New Launch,11,18,23,South-East,8,Car Parking|Children Play Area|Jogging Track|Club House|Power Backup|Gym|Garden|24x7 Security,Raymond Realty,New Property,28-02-2025,308,No,Yes,1,Yes,MagicBricks
RES102236,PROP503601,Kolkata,West Bengal,Dumdum,Row House,1,1,2,1530,1759,1912,10241,15700000,157,Furnished,Ready to Move,22,26,20,South-West,4,24x7 Security|Garden|Car Parking|Power Backup,Brigade Group,New Property,05-10-2022,189,No,No,2,Yes,MagicBricks
RES102237,PROP503156,Visakhapatnam,Andhra Pradesh,Zone A,Studio,3,3,4,2141,2462,2676,4322,9300000,93,Furnished,Under Construction,14,19,3,South-West,8,Garden|Club House|Power Backup|Jogging Track|24x7 Security|Lift|Children Play Area|Gym,DLF,New Property,14-03-2022,98,Yes,Yes,1,Yes,Housing.com
RES102238,PROP505386,Kochi,Kerala,Zone E,Builder Floor,2,2,3,1655,1903,2069,3421,5700000,57,Furnished,New Launch,2,11,4,South-West,3,Car Parking|Club House|Children Play Area,Emaar India,Resale,06-01-2023,338,Yes,Yes,2,Yes,MagicBricks
RES102239,PROP500581,Bangalore,Karnataka,Koramangala,Villa,5,5,5,2307,2653,2884,8627,19900000,199,Unfurnished,Under Construction,14,37,6,South-East,8,Garden|Power Backup|Club House|Lift|Gym|Car Parking|24x7 Security|Swimming Pool,Sobha Limited,Resale,02-01-2022,352,Yes,Yes,1,Yes,99acres
RES102240,PROP502571,Chandigarh,Chandigarh,Zone H,Penthouse,4,4,5,2253,2591,2816,4437,10000000,100,Semi-Furnished,New Launch,27,40,18,South-East,4,Swimming Pool|Lift|Club House|24x7 Security,Raymond Realty,Resale,05-11-2024,108,Yes,Yes,1,Yes,MagicBricks
RES102241,PROP501772,Chennai,Tamil Nadu,Perambur,Row House,2,2,3,1696,1950,2120,6224,10600000,106,Semi-Furnished,Ready to Move,11,18,22,South-East,8,Car Parking|Children Play Area|Jogging Track|Club House|Power Backup|Gym|Garden|24x7 Security,Raymond Realty,New Property,09-09-2024,76,Yes,Yes,1,Yes,MagicBricks
RES102242,PROP505844,Mumbai,Maharashtra,Powai,Independent House,4,4,5,2572,2958,3215,16685,42900000,429,Semi-Furnished,Under Construction,13,14,23,North,6,Power Backup|Club House|Children Play Area|Swimming Pool|24x7 Security|Garden,Emaar India,Resale,23-12-2025,256,Yes,Yes,1,No,Owner
RES102243,PROP505456,Coimbatore,Tamil Nadu,Zone A,Apartment,2,2,3,1792,2061,2240,4080,7300000,73,Furnished,Ready to Move,2,6,11,South,7,Children Play Area|Jogging Track|Car Parking|Power Backup|Club House|Garden|24x7 Security,Prestige Group,Resale,09-05-2023,324,Yes,Yes,1,Yes,99acres
RES102244,PROP503646,Hyderabad,Telangana,Banjara Hills,Penthouse,2,2,3,1796,2065,2245,7450,13400000,134,Unfurnished,Under Construction,14,15,6,North-West,8,Club House|Garden|24x7 Security|Lift|Jogging Track|Power Backup|Children Play Area|Gym,Brigade Group,Resale,26-12-2022,77,Yes,Yes,1,No,99acres
RES102245,PROP503079,Mumbai,Maharashtra,Andheri,Villa,5,5,5,2561,2945,3201,22142,56700000,567,Furnished,Ready to Move,14,15,4,North,5,Car Parking|Garden|Children Play Area|Lift|Club House,Phoenix Mills,Resale,24-01-2023,257,Yes,Yes,1,No,Housing.com
RES102246,PROP505457,Lucknow,Uttar Pradesh,Zone G,Penthouse,3,3,4,2030,2334,2538,3814,7700000,77,Unfurnished,Under Construction,13,32,0,West,5,24x7 Security|Gym|Club House|Children Play Area|Swimming Pool,Brigade Group,New Property,29-06-2023,335,No,No,1,No,Housing.com
RES102247,PROP503205,Chennai,Tamil Nadu,Adyar,Apartment,5,5,5,2475,2846,3094,8414,20800000,208,Furnished,Ready to Move,3,6,12,South,8,Swimming Pool|Lift|24x7 Security|Children Play Area|Jogging Track|Gym|Power Backup|Garden,Shapoorji Pallonji,Resale,10-02-2025,61,No,Yes,0,No,NoBroker
RES102248,PROP503071,Coimbatore,Tamil Nadu,Zone G,Studio,3,3,4,1589,1827,1986,4470,7100000,71,Furnished,Under Construction,25,32,4,South,8,Club House|Jogging Track|Power Backup|Car Parking|Garden|24x7 Security|Lift|Swimming Pool,Omaxe,Resale,15-12-2023,135,Yes,Yes,1,Yes,MagicBricks
RES102249,PROP500961,Chennai,Tamil Nadu,T Nagar,Villa,1,1,2,1369,1574,1711,4590,6300000,63,Furnished,New Launch,8,18,22,East,3,24x7 Security|Garden|Swimming Pool,Sobha Limited,Resale,13-04-2023,7,No,Yes,0,No,NoBroker
RES102250,PROP500661,Surat,Gujarat,Adajan,Villa,2,2,3,1741,2002,2176,4098,7100000,71,Semi-Furnished,Under Construction,9,12,23,East,5,24x7 Security|Children Play Area|Jogging Track|Lift|Swimming Pool,Godrej Properties,New Property,12-09-2025,235,Yes,Yes,1,Yes,Housing.com
RES102251,PROP504366,Kochi,Kerala,Zone F,Independent House,3,3,4,2124,2443,2655,4390,9300000,93,Semi-Furnished,New Launch,18,22,2,South-East,4,Power Backup|Children Play Area|Gym|Garden,Godrej Properties,New Property,09-05-2024,132,Yes,No,0,No,99acres
RES102252,PROP503297,Coimbatore,Tamil Nadu,Zone A,Apartment,3,3,4,1902,2187,2378,4919,9400000,94,Furnished,Under Construction,19,31,11,North-West,8,Car Parking|Garden|24x7 Security|Gym|Jogging Track|Power Backup|Lift|Children Play Area,Emaar India,New Property,27-02-2023,45,No,Yes,1,Yes,NoBroker
RES102253,PROP500036,Kochi,Kerala,Zone I,Builder Floor,5,5,5,2785,3203,3481,4166,11600000,116,Semi-Furnished,Under Construction,14,19,25,North-West,8,Car Parking|Club House|Garden|Gym|Power Backup|Lift|Swimming Pool|Jogging Track,Omaxe,Resale,18-01-2025,287,No,Yes,2,Yes,MagicBricks
RES102254,PROP504169,Jaipur,Rajasthan,Malviya Nagar,Apartment,2,2,3,1540,1771,1925,4109,6300000,63,Semi-Furnished,Under Construction,4,12,19,North-West,3,Gym|Garden|Car Parking,Mahindra Lifespaces,Resale,08-07-2024,295,No,No,1,No,MagicBricks
RES102255,PROP505253,Delhi,Delhi,Janakpuri,Studio,1,1,2,1419,1632,1774,7848,11100000,111,Furnished,New Launch,28,32,11,South-East,6,Club House|Children Play Area|Jogging Track|Garden|24x7 Security|Lift,Prestige Group,New Property,13-05-2023,270,Yes,Yes,1,No,NoBroker
RES102256,PROP500620,Ahmedabad,Gujarat,Thaltej,Studio,4,4,5,2686,3089,3358,4598,12400000,124,Semi-Furnished,Ready to Move,10,16,21,South-East,5,Gym|Jogging Track|Children Play Area|Lift|Garden,Shapoorji Pallonji,Resale,29-03-2023,46,Yes,Yes,1,Yes,Owner
RES102257,PROP504351,Vadodara,Gujarat,Zone B,Row House,2,2,3,1540,1771,1925,3430,5300000,53,Unfurnished,Ready to Move,18,38,4,South-West,5,Car Parking|Garden|Club House|Gym|Power Backup,DLF,Resale,16-01-2025,73,Yes,Yes,1,Yes,Housing.com
RES102258,PROP503210,Lucknow,Uttar Pradesh,Zone E,Apartment,2,2,3,1767,2032,2209,3706,6500000,65,Unfurnished,Under Construction,2,31,16,South,3,Swimming Pool|Lift|Children Play Area,Shapoorji Pallonji,New Property,14-04-2024,292,No,Yes,0,No,99acres
RES102259,PROP503545,Bhopal,Madhya Pradesh,Zone B,Row House,3,3,4,2102,2417,2628,3529,7400000,74,Furnished,New Launch,3,9,6,South,8,Jogging Track|Gym|Garden|24x7 Security|Lift|Car Parking|Swimming Pool|Club House,Godrej Properties,New Property,12-04-2024,376,No,Yes,1,No,MagicBricks
RES102260,PROP505038,Indore,Madhya Pradesh,Zone A,Studio,1,1,2,1343,1544,1679,4276,5700000,57,Furnished,Under Construction,16,24,11,North,6,24x7 Security|Children Play Area|Jogging Track|Swimming Pool|Lift|Car Parking,Mahindra Lifespaces,Resale,28-12-2023,334,Yes,Yes,0,Yes,Owner
RES102261,PROP500249,Visakhapatnam,Andhra Pradesh,Zone H,Villa,1,1,2,1454,1672,1818,3833,5600000,56,Semi-Furnished,Under Construction,5,34,2,North-East,8,24x7 Security|Garden|Power Backup|Club House|Jogging Track|Swimming Pool|Children Play Area|Lift,Raymond Realty,New Property,08-10-2025,130,No,Yes,0,Yes,NoBroker
RES102262,PROP500495,Visakhapatnam,Andhra Pradesh,Zone H,Builder Floor,3,3,4,1964,2259,2455,4360,8600000,86,Furnished,New Launch,11,18,0,South,4,Gym|Power Backup|Jogging Track|24x7 Security,Kolte Patil,Resale,15-08-2022,260,Yes,No,1,Yes,Owner
RES102263,PROP500822,Nagpur,Maharashtra,Zone I,Apartment,2,2,3,1659,1908,2074,3896,6500000,65,Unfurnished,Ready to Move,29,29,11,South,8,Children Play Area|Garden|Swimming Pool|Jogging Track|Club House|Lift|Car Parking|24x7 Security,Brigade Group,Resale,12-03-2022,93,Yes,Yes,1,Yes,NoBroker
RES102264,PROP501730,Patna,Bihar,Zone F,Builder Floor,1,1,2,1787,2055,2234,4488,8000000,80,Semi-Furnished,Ready to Move,2,25,3,West,3,Lift|Power Backup|Car Parking,Emaar India,Resale,01-06-2023,392,No,Yes,1,Yes,Owner
RES102265,PROP502416,Delhi,Delhi,Dwarka,Builder Floor,2,2,3,1816,2088,2270,8424,15300000,153,Furnished,Ready to Move,9,25,14,South,7,Car Parking|Swimming Pool|Gym|Jogging Track|24x7 Security|Children Play Area|Garden,Phoenix Mills,New Property,13-01-2025,81,Yes,No,1,No,MagicBricks
RES102266,PROP503810,Indore,Madhya Pradesh,Zone A,Apartment,3,3,4,2270,2610,2838,4098,9300000,93,Furnished,Under Construction,6,7,1,East,4,Lift|24x7 Security|Children Play Area|Garden,Shapoorji Pallonji,Resale,24-11-2023,118,No,Yes,1,No,Housing.com
RES102267,PROP500707,Patna,Bihar,Zone G,Studio,3,3,4,2041,2347,2551,4104,8400000,84,Semi-Furnished,Under Construction,4,8,3,South-West,4,Club House|24x7 Security|Lift|Garden,Raymond Realty,Resale,07-03-2025,282,Yes,Yes,0,Yes,MagicBricks
RES102268,PROP500069,Chandigarh,Chandigarh,Zone E,Builder Floor,2,2,3,1740,2001,2175,4562,7900000,79,Unfurnished,Under Construction,16,18,13,North-West,3,Garden|Gym|Club House,Phoenix Mills,New Property,19-04-2022,121,Yes,Yes,1,No,MagicBricks
RES102269,PROP501779,Bhopal,Madhya Pradesh,Zone J,Independent House,2,2,3,1938,2229,2422,4164,8100000,81,Semi-Furnished,Ready to Move,16,16,1,South,3,Gym|Jogging Track|Club House,Mahindra Lifespaces,Resale,04-11-2025,79,No,Yes,1,Yes,Owner
RES102270,PROP502012,Chennai,Tamil Nadu,Adyar,Independent House,3,3,4,2016,2318,2520,5545,11200000,112,Unfurnished,Ready to Move,16,22,0,South-West,5,Garden|Power Backup|Swimming Pool|24x7 Security|Lift,Prestige Group,Resale,16-11-2022,137,Yes,Yes,1,Yes,MagicBricks
RES102271,PROP504165,Patna,Bihar,Zone J,Penthouse,1,1,2,1464,1684,1830,4370,6400000,64,Unfurnished,Ready to Move,7,8,10,West,4,Car Parking|Jogging Track|Club House|Gym,Shapoorji Pallonji,Resale,04-11-2023,152,Yes,No,2,Yes,Housing.com
RES102272,PROP503765,Delhi,Delhi,Janakpuri,Row House,4,4,5,2241,2577,2801,7006,15700000,157,Unfurnished,Under Construction,4,14,10,South-West,5,Garden|Swimming Pool|Gym|Club House|Power Backup,Kolte Patil,New Property,12-07-2022,238,Yes,Yes,1,Yes,99acres
RES102273,PROP502067,Bhopal,Madhya Pradesh,Zone E,Builder Floor,2,2,3,1838,2114,2298,3638,6700000,67,Unfurnished,New Launch,4,19,21,South-East,7,Club House|Car Parking|Jogging Track|24x7 Security|Lift|Garden|Power Backup,Emaar India,Resale,03-06-2022,189,Yes,Yes,1,Yes,Housing.com
RES102274,PROP503571,Surat,Gujarat,Citylight,Villa,2,2,3,1478,1700,1848,3829,5700000,57,Furnished,Under Construction,2,10,0,North-East,5,Gym|24x7 Security|Lift|Garden|Swimming Pool,Brigade Group,New Property,11-10-2022,198,Yes,No,1,No,Owner
RES102275,PROP505417,Pune,Maharashtra,Viman Nagar,Independent House,1,1,2,1704,1960,2130,9133,15600000,156,Furnished,Ready to Move,13,23,3,East,6,Club House|Garden|Power Backup|Children Play Area|Lift|Car Parking,Tata Housing,New Property,17-06-2024,161,Yes,No,1,Yes,MagicBricks
RES102276,PROP505939,Kochi,Kerala,Zone A,Independent House,3,3,4,1894,2178,2368,4532,8600000,86,Unfurnished,Ready to Move,38,38,22,South-East,5,Club House|Children Play Area|Garden|Power Backup|24x7 Security,Brigade Group,Resale,21-01-2024,115,Yes,Yes,1,Yes,Owner
RES102277,PROP500661,Surat,Gujarat,Adajan,Villa,2,2,3,1741,2002,2176,3993,7000000,70,Semi-Furnished,Ready to Move,9,12,22,East,5,24x7 Security|Children Play Area|Jogging Track|Lift|Swimming Pool,Godrej Properties,New Property,24-11-2024,192,Yes,Yes,1,Yes,Housing.com
RES102278,PROP504666,Pune,Maharashtra,Wakad,Studio,3,3,4,2071,2382,2589,8478,17600000,176,Semi-Furnished,Under Construction,3,8,8,North,5,Jogging Track|Lift|Gym|Swimming Pool|Car Parking,Kolte Patil,New Property,04-09-2024,203,No,Yes,1,Yes,Owner
RES102279,PROP502545,Kochi,Kerala,Zone E,Studio,3,3,4,2035,2340,2544,4029,8200000,82,Furnished,New Launch,4,39,1,North-West,4,Club House|Garden|Jogging Track|Power Backup,Godrej Properties,New Property,13-11-2022,91,Yes,Yes,1,Yes,MagicBricks
RES102280,PROP502761,Coimbatore,Tamil Nadu,Zone H,Penthouse,1,1,2,1555,1788,1944,3346,5200000,52,Unfurnished,Ready to Move,17,18,12,East,7,24x7 Security|Children Play Area|Jogging Track|Garden|Gym|Power Backup|Car Parking,Omaxe,Resale,06-06-2025,26,No,Yes,1,Yes,99acres
RES102281,PROP505115,Ahmedabad,Gujarat,Prahlad Nagar,Studio,4,4,5,2564,2949,3205,4817,12400000,124,Furnished,Under Construction,16,28,3,South,6,Jogging Track|24x7 Security|Power Backup|Lift|Car Parking|Garden,Mahindra Lifespaces,New Property,02-11-2023,399,No,Yes,0,Yes,Housing.com
RES102282,PROP503830,Mumbai,Maharashtra,Powai,Apartment,3,3,4,1734,1994,2168,20421,35400000,354,Semi-Furnished,Under Construction,2,2,12,West,3,Club House|Power Backup|Lift,Kolte Patil,Resale,17-07-2023,77,No,No,0,No,Owner
RES102283,PROP503367,Bhopal,Madhya Pradesh,Zone I,Row House,3,3,4,2207,2538,2759,3841,8500000,85,Unfurnished,Under Construction,18,22,2,South-West,5,Swimming Pool|Gym|Club House|Lift|Garden,Hiranandani,Resale,28-08-2024,320,No,No,1,Yes,Housing.com
RES102284,PROP504664,Bangalore,Karnataka,Electronic City,Apartment,2,2,3,1907,2193,2384,6779,12900000,129,Unfurnished,Under Construction,5,39,20,North-East,4,Jogging Track|Garden|Gym|Lift,Prestige Group,New Property,18-05-2025,42,Yes,No,1,No,Housing.com
RES102285,PROP503562,Kolkata,West Bengal,Alipore,Apartment,5,5,5,2400,2760,3000,9241,22200000,222,Furnished,New Launch,3,27,18,North-East,3,Car Parking|24x7 Security|Lift,Sobha Limited,New Property,04-11-2022,359,Yes,Yes,1,No,NoBroker
RES102286,PROP504070,Coimbatore,Tamil Nadu,Zone B,Apartment,2,2,3,1449,1666,1811,3923,5700000,57,Unfurnished,Ready to Move,19,33,17,North-East,7,24x7 Security|Car Parking|Children Play Area|Jogging Track|Gym|Club House|Lift,Omaxe,Resale,10-01-2025,16,Yes,Yes,2,No,Owner
RES102287,PROP500986,Coimbatore,Tamil Nadu,Zone A,Studio,2,2,3,1708,1964,2135,4969,8500000,85,Semi-Furnished,Ready to Move,4,13,2,South-West,4,Garden|Gym|Children Play Area|Jogging Track,Lodha Group,New Property,20-07-2023,336,Yes,Yes,1,No,Owner
RES102288,PROP502862,Chennai,Tamil Nadu,T Nagar,Independent House,2,2,3,1886,2169,2358,5976,11300000,113,Furnished,New Launch,13,21,10,South-West,4,Power Backup|Children Play Area|Lift|Swimming Pool,Sobha Limited,Resale,03-08-2025,114,Yes,Yes,1,No,NoBroker
