rental_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,monthly_rent_inr,security_deposit_inr,deposit_months,maintenance_charges,total_monthly_cost,rent_per_sqft,furnishing_status,available_from,preferred_tenant,non_veg_allowed,pets_allowed,floor_number,total_floors,facing,parking,amenities_count,listing_date,broker_required,brokerage_percent,annual_rent_inr,listing_source
RNT201442,PROP502991,Bhopal,Madhya Pradesh,Zone B,Penthouse,3,3,4,1738,1999,17000,51000,3,0,17000,9.78,Unfurnished,04-12-2024,Bachelors,No,No,4,4,South,Yes,7,28-02-2024,No,0,204000,NoBroker
RNT201443,PROP500659,Coimbatore,Tamil Nadu,Zone G,Villa,2,2,3,1806,2077,12500,62500,5,2500,15000,6.92,Furnished,03-07-2024,Any,Yes,Yes,5,7,South,Yes,6,31-07-2024,No,0.5,150000,NoBroker
RNT201444,PROP500530,Pune,Maharashtra,Baner,Row House,4,4,5,2144,2466,43000,215000,5,2000,45000,20.06,Unfurnished,15-07-2025,Working Professionals,Yes,No,23,27,North-East,No,6,17-02-2024,No,0,516000,Housing.com
RNT201445,PROP505318,Surat,Gujarat,Bhatar,Penthouse,1,1,2,1227,1411,12000,24000,2,1500,13500,9.78,Furnished,17-02-2025,Any,Yes,No,10,22,North,No,6,24-10-2024,No,0.5,144000,MagicBricks
RNT201446,PROP504892,Nagpur,Maharashtra,Zone F,Villa,3,3,4,2154,2477,16500,82500,5,1500,18000,7.66,Semi-Furnished,01-12-2024,Any,No,No,6,6,South,Yes,3,15-12-2024,Yes,0,198000,Housing.com
RNT201447,PROP501607,Hyderabad,Telangana,Kondapur,Studio,3,3,4,1813,2085,39500,197500,5,1500,41000,21.79,Unfurnished,02-01-2025,Any,Yes,No,1,19,South-West,Yes,5,25-02-2024,Yes,2,474000,NoBroker
RNT201448,PROP502043,Nagpur,Maharashtra,Zone J,Row House,2,2,3,1856,2134,12500,62500,5,3000,15500,6.73,Unfurnished,14-10-2025,Any,Yes,No,15,18,West,No,3,22-08-2024,No,0.5,150000,Housing.com
RNT201449,PROP502825,Surat,Gujarat,Adajan,Builder Floor,2,2,3,2131,2451,14000,28000,2,1500,15500,6.57,Furnished,07-11-2024,Any,No,No,18,36,North,No,5,06-06-2025,No,1,168000,Owner
RNT201450,PROP502782,Kochi,Kerala,Zone A,Apartment,3,3,4,2148,2470,11500,69000,6,3000,14500,5.35,Unfurnished,15-02-2024,Bachelors,Yes,No,12,38,South,No,6,11-08-2024,No,0.5,138000,MagicBricks
RNT201451,PROP502206,Chandigarh,Chandigarh,Zone G,Penthouse,3,3,4,2043,2349,16000,80000,5,0,16000,7.83,Unfurnished,06-02-2024,Working Professionals,No,No,6,8,South-West,No,3,08-04-2023,No,1,192000,Owner
RNT201452,PROP504041,Delhi,Delhi,Lajpat Nagar,Villa,3,3,4,2011,2313,38000,76000,2,2000,40000,18.9,Semi-Furnished,28-02-2025,Family,Yes,No,8,19,West,Yes,8,26-11-2025,Yes,2,456000,Housing.com
RNT201453,PROP504372,Chennai,Tamil Nadu,Chromepet,Studio,2,2,3,2001,2301,19000,114000,6,3500,22500,9.5,Semi-Furnished,17-01-2025,Family,Yes,Yes,2,4,South-West,Yes,7,11-12-2024,No,0,228000,Owner
RNT201454,PROP504975,Ahmedabad,Gujarat,SG Highway,Apartment,2,2,3,1720,1978,8500,42500,5,3000,11500,4.94,Semi-Furnished,10-12-2024,Bachelors,No,No,34,39,North-East,Yes,4,04-04-2023,No,1,102000,MagicBricks
RNT201455,PROP504442,Vadodara,Gujarat,Zone F,Penthouse,3,3,4,2075,2386,11500,34500,3,2500,14000,5.54,Semi-Furnished,27-09-2024,Bachelors,Yes,No,4,5,South-East,No,7,01-05-2024,Yes,1,138000,Housing.com
RNT201456,PROP501354,Chandigarh,Chandigarh,Zone F,Independent House,4,4,5,2107,2423,16500,33000,2,0,16500,7.83,Semi-Furnished,09-07-2024,Working Professionals,No,Yes,5,21,East,Yes,6,14-10-2025,No,0.5,198000,NoBroker
RNT201457,PROP505009,Jaipur,Rajasthan,Mansarovar,Studio,3,3,4,1744,2006,17500,175000,10,2000,19500,10.03,Unfurnished,13-01-2024,Any,No,No,33,40,South,Yes,7,12-05-2023,Yes,0.5,210000,MagicBricks
RNT201458,PROP503518,Surat,Gujarat,Citylight,Villa,3,3,4,2183,2510,14000,42000,3,0,14000,6.41,Unfurnished,20-09-2025,Family,Yes,No,3,7,South,No,4,20-02-2023,Yes,0.5,168000,Owner
RNT201459,PROP501223,Mumbai,Maharashtra,Powai,Builder Floor,4,4,5,2046,2353,80000,480000,6,3000,83000,39.1,Semi-Furnished,23-11-2024,Bachelors,Yes,Yes,25,36,South-West,Yes,5,19-08-2024,Yes,0,960000,99acres
RNT201460,PROP502915,Kolkata,West Bengal,Howrah,Studio,4,4,5,2291,2635,29500,147500,5,2000,31500,12.88,Furnished,10-05-2024,Bachelors,Yes,Yes,3,38,South,No,4,27-09-2025,Yes,0,354000,MagicBricks
RNT201461,PROP502340,Bhopal,Madhya Pradesh,Zone C,Row House,3,3,4,1588,1826,10500,21000,2,3000,13500,6.61,Semi-Furnished,01-07-2025,Working Professionals,Yes,No,2,8,South-East,Yes,5,15-01-2023,No,0,126000,NoBroker
RNT201462,PROP505900,Chennai,Tamil Nadu,Perambur,Row House,1,1,2,1464,1684,14000,84000,6,3500,17500,9.56,Semi-Furnished,09-08-2024,Family,Yes,No,18,20,South-East,Yes,7,19-08-2025,No,1,168000,99acres
RNT201463,PROP501278,Bangalore,Karnataka,HSR Layout,Builder Floor,2,2,3,1847,2124,38500,385000,10,0,38500,20.84,Unfurnished,13-11-2025,Family,Yes,No,5,24,North-West,Yes,8,28-03-2023,No,0,462000,NoBroker
RNT201464,PROP504859,Delhi,Delhi,Connaught Place,Row House,5,5,5,2481,2853,43000,86000,2,0,43000,17.33,Furnished,03-06-2024,Any,No,No,8,13,North-West,Yes,6,10-09-2023,No,0,516000,99acres
RNT201465,PROP502064,Chandigarh,Chandigarh,Zone J,Penthouse,5,5,5,2494,2868,20500,61500,3,3500,24000,8.22,Furnished,09-03-2025,Bachelors,No,No,18,33,West,Yes,8,01-02-2023,No,1,246000,Housing.com
RNT201466,PROP504449,Hyderabad,Telangana,Jubilee Hills,Studio,3,3,4,2178,2505,34000,68000,2,2500,36500,15.61,Furnished,27-06-2024,Working Professionals,No,No,14,30,South-East,Yes,6,23-03-2023,No,0,408000,Housing.com
RNT201467,PROP504507,Chennai,Tamil Nadu,Porur,Penthouse,1,1,2,1837,2113,19000,57000,3,3500,22500,10.34,Furnished,24-08-2024,Bachelors,Yes,Yes,10,33,North,No,8,29-07-2024,No,0,228000,Housing.com
RNT201468,PROP501811,Patna,Bihar,Zone B,Row House,2,2,3,1998,2298,13000,65000,5,0,13000,6.51,Unfurnished,19-04-2025,Any,No,No,4,32,South,Yes,5,20-12-2025,No,0.5,156000,Owner
RNT201469,PROP502070,Indore,Madhya Pradesh,Zone F,Studio,4,4,5,2505,2881,17000,85000,5,1500,18500,6.79,Unfurnished,16-06-2024,Any,No,No,7,21,South-West,Yes,8,01-12-2023,Yes,1,204000,MagicBricks
RNT201470,PROP504167,Patna,Bihar,Zone J,Independent House,3,3,4,1770,2035,17000,170000,10,0,17000,9.6,Furnished,18-09-2025,Working Professionals,Yes,Yes,13,37,West,Yes,8,01-12-2023,No,2,204000,Housing.com
RNT201471,PROP504869,Visakhapatnam,Andhra Pradesh,Zone A,Builder Floor,3,3,4,2050,2358,11000,66000,6,3500,14500,5.37,Semi-Furnished,23-03-2024,Bachelors,Yes,No,5,19,South,No,4,24-05-2023,Yes,2,132000,Owner
RNT201472,PROP504433,Lucknow,Uttar Pradesh,Zone F,Row House,5,5,5,2651,3049,20000,200000,10,3000,23000,7.54,Furnished,08-12-2024,Family,Yes,No,3,25,North-East,Yes,8,18-02-2023,Yes,1,240000,Housing.com
RNT201473,PROP500929,Kolkata,West Bengal,Alipore,Builder Floor,2,2,3,1948,2240,19500,97500,5,2500,22000,10.01,Unfurnished,14-01-2025,Working Professionals,Yes,Yes,19,27,North,Yes,6,10-02-2025,No,0.5,234000,MagicBricks
RNT201474,PROP501164,Visakhapatnam,Andhra Pradesh,Zone I,Penthouse,2,2,3,1733,1993,12500,125000,10,0,12500,7.21,Semi-Furnished,12-09-2025,Working Professionals,Yes,No,3,8,East,Yes,7,22-05-2025,Yes,0,150000,NoBroker
RNT201475,PROP504026,Patna,Bihar,Zone J,Independent House,2,2,3,1828,2102,11500,23000,2,0,11500,6.29,Furnished,28-12-2024,Working Professionals,No,Yes,12,39,South-West,Yes,8,10-05-2023,No,1,138000,Housing.com
RNT201476,PROP504462,Kolkata,West Bengal,Park Street,Apartment,3,3,4,2071,2382,25000,150000,6,1500,26500,12.07,Unfurnished,07-08-2025,Working Professionals,No,No,13,22,North-East,Yes,4,11-06-2025,Yes,0.5,300000,Owner
RNT201477,PROP504648,Indore,Madhya Pradesh,Zone C,Apartment,4,4,5,2534,2914,16500,33000,2,2500,19000,6.51,Semi-Furnished,11-07-2025,Family,No,No,2,3,East,Yes,8,20-12-2023,Yes,0.5,198000,Owner
RNT201478,PROP503827,Vadodara,Gujarat,Zone I,Independent House,3,3,4,1827,2101,15000,30000,2,3500,18500,8.21,Semi-Furnished,20-06-2024,Family,Yes,No,23,38,West,Yes,5,03-12-2025,Yes,0.5,180000,Housing.com
RNT201479,PROP502578,Visakhapatnam,Andhra Pradesh,Zone F,Penthouse,3,3,4,2288,2631,18000,180000,10,3500,21500,7.87,Furnished,30-05-2024,Any,Yes,Yes,22,37,West,No,8,07-08-2023,No,0,216000,Housing.com
RNT201480,PROP502561,Visakhapatnam,Andhra Pradesh,Zone E,Independent House,3,3,4,1929,2218,14500,72500,5,3000,17500,7.52,Furnished,06-04-2024,Any,Yes,Yes,10,20,North,Yes,4,18-09-2025,No,0,174000,99acres
RNT201481,PROP503723,Ahmedabad,Gujarat,Maninagar,Row House,3,3,4,2317,2665,16000,80000,5,0,16000,6.91,Semi-Furnished,08-01-2025,Working Professionals,No,Yes,32,34,North-East,Yes,6,26-08-2025,Yes,2,192000,MagicBricks
RNT201482,PROP500626,Nagpur,Maharashtra,Zone I,Penthouse,2,2,3,1326,1525,12000,60000,5,0,12000,9.05,Semi-Furnished,20-08-2024,Working Professionals,Yes,No,1,2,South,Yes,6,14-10-2025,Yes,0,144000,Housing.com
RNT201483,PROP503366,Mumbai,Maharashtra,Kurla,Penthouse,3,3,4,2171,2497,63000,126000,2,0,63000,29.02,Furnished,30-03-2025,Working Professionals,No,Yes,5,30,West,Yes,7,21-02-2025,Yes,1,756000,99acres
RNT201484,PROP501652,Mumbai,Maharashtra,Thane,Builder Floor,4,4,5,2495,2869,73500,220500,3,3500,77000,29.46,Semi-Furnished,14-11-2025,Family,Yes,No,4,4,South-East,No,5,22-06-2023,Yes,1,882000,Owner
RNT201485,PROP500128,Hyderabad,Telangana,Manikonda,Penthouse,3,3,4,1712,1969,28500,85500,3,3500,32000,16.65,Furnished,10-12-2025,Working Professionals,Yes,No,16,18,North-East,Yes,4,06-05-2023,No,0,342000,99acres
RNT201486,PROP505144,Indore,Madhya Pradesh,Zone E,Apartment,2,2,3,1912,2199,12500,62500,5,2500,15000,6.54,Unfurnished,20-03-2024,Any,Yes,No,16,20,North-East,Yes,3,13-12-2023,No,2,150000,Housing.com
RNT201487,PROP501122,Indore,Madhya Pradesh,Zone H,Studio,1,1,2,1657,1906,10500,31500,3,2000,12500,6.34,Semi-Furnished,29-06-2024,Any,Yes,No,5,40,East,Yes,6,01-11-2024,No,0,126000,Housing.com
RNT201488,PROP500713,Lucknow,Uttar Pradesh,Zone F,Villa,1,1,2,1103,1268,7500,22500,3,2500,10000,6.8,Unfurnished,23-04-2024,Bachelors,Yes,Yes,7,14,South-West,Yes,7,12-10-2024,No,0,90000,99acres
RNT201489,PROP502650,Coimbatore,Tamil Nadu,Zone E,Builder Floor,1,1,2,1515,1742,9000,45000,5,3000,12000,5.94,Semi-Furnished,08-08-2025,Family,Yes,No,15,23,South-West,Yes,3,27-10-2023,No,1,108000,99acres
RNT201490,PROP504911,Chennai,Tamil Nadu,Velachery,Builder Floor,4,4,5,2440,2806,23000,46000,2,0,23000,9.43,Furnished,10-08-2024,Family,Yes,No,2,7,West,Yes,6,16-12-2025,No,0,276000,Housing.com
RNT201491,PROP501663,Jaipur,Rajasthan,Jagatpura,Row House,3,3,4,2047,2354,11500,115000,10,3500,15000,5.62,Semi-Furnished,09-04-2024,Any,Yes,No,11,16,South-East,Yes,4,20-11-2023,Yes,0,138000,Owner
RNT201492,PROP500914,Chennai,Tamil Nadu,T Nagar,Villa,5,5,5,2577,2964,34500,172500,5,3500,38000,13.39,Furnished,04-02-2025,Family,Yes,No,7,26,North-East,No,3,31-05-2025,No,1,414000,Owner
RNT201493,PROP502997,Lucknow,Uttar Pradesh,Zone D,Builder Floor,4,4,5,2640,3036,15500,31000,2,2000,17500,5.87,Unfurnished,16-03-2025,Bachelors,Yes,No,3,16,East,Yes,5,03-07-2025,Yes,0.5,186000,MagicBricks
RNT201494,PROP500201,Bangalore,Karnataka,Electronic City,Apartment,1,1,2,1583,1820,20000,120000,6,3000,23000,12.63,Semi-Furnished,15-09-2025,Any,Yes,Yes,14,16,West,Yes,7,27-09-2024,No,1,240000,99acres
RNT201495,PROP505002,Hyderabad,Telangana,Nallagandla,Row House,1,1,2,903,1038,23000,115000,5,1500,24500,25.47,Semi-Furnished,03-09-2024,Family,No,Yes,5,32,South,Yes,8,10-07-2025,Yes,0.5,276000,MagicBricks
RNT201496,PROP505495,Mumbai,Maharashtra,Bandra,Apartment,2,2,3,1625,1869,58000,290000,5,3500,61500,35.69,Unfurnished,12-08-2025,Working Professionals,Yes,No,3,36,North-West,Yes,8,01-05-2024,No,2,696000,Owner
RNT201497,PROP502426,Nagpur,Maharashtra,Zone E,Villa,2,2,3,1996,2295,11500,69000,6,0,11500,5.76,Furnished,27-10-2024,Family,Yes,No,19,26,North-West,Yes,4,07-04-2023,No,0,138000,Owner
RNT201498,PROP502513,Nagpur,Maharashtra,Zone H,Row House,2,2,3,1683,1935,13000,78000,6,1500,14500,7.72,Semi-Furnished,05-03-2024,Working Professionals,Yes,No,5,32,East,No,8,13-09-2024,No,0.5,156000,NoBroker
RNT201499,PROP502659,Pune,Maharashtra,Viman Nagar,Apartment,2,2,3,1983,2280,29000,87000,3,2000,31000,14.62,Semi-Furnished,22-12-2025,Working Professionals,Yes,No,7,8,South-West,Yes,5,20-09-2024,No,0,348000,MagicBricks
RNT201500,PROP501508,Jaipur,Rajasthan,Malviya Nagar,Builder Floor,2,2,3,1460,1679,7500,45000,6,3000,10500,5.14,Furnished,28-02-2024,Working Professionals,No,Yes,10,14,East,Yes,3,30-09-2024,No,2,90000,MagicBricks
RNT201501,PROP505415,Kochi,Kerala,Zone F,Penthouse,5,5,5,2412,2774,16000,80000,5,2500,18500,6.63,Semi-Furnished,17-05-2024,Working Professionals,No,No,16,19,North-West,Yes,5,07-05-2024,Yes,0.5,192000,MagicBricks
RNT201502,PROP505008,Kochi,Kerala,Zone C,Independent House,4,4,5,2111,2428,17000,34000,2,2000,19000,8.05,Semi-Furnished,28-01-2024,Bachelors,Yes,No,11,24,South-West,Yes,4,01-10-2024,Yes,0.5,204000,MagicBricks
RNT201503,PROP503476,Bhopal,Madhya Pradesh,Zone F,Penthouse,3,3,4,2412,2774,18500,111000,6,2000,20500,7.67,Furnished,23-10-2024,Family,No,No,5,20,South-East,Yes,4,04-02-2023,Yes,0.5,222000,MagicBricks
RNT201504,PROP503990,Delhi,Delhi,Saket,Studio,1,1,2,1180,1357,24500,73500,3,1500,26000,20.76,Semi-Furnished,30-04-2025,Bachelors,Yes,Yes,22,33,West,Yes,8,07-11-2024,No,1,294000,NoBroker
RNT201505,PROP503303,Visakhapatnam,Andhra Pradesh,Zone I,Apartment,2,2,3,1981,2278,13000,26000,2,3000,16000,6.56,Furnished,16-09-2024,Any,No,No,1,3,South-West,Yes,4,09-11-2025,Yes,0,156000,Housing.com
RNT201506,PROP503493,Pune,Maharashtra,Kalyani Nagar,Independent House,2,2,3,1489,1712,31500,315000,10,2500,34000,21.16,Semi-Furnished,27-08-2025,Working Professionals,Yes,Yes,33,40,North-East,Yes,3,20-08-2025,No,1,378000,Housing.com
RNT201507,PROP503361,Kochi,Kerala,Zone J,Villa,2,2,3,1411,1623,14500,87000,6,1500,16000,10.28,Furnished,14-05-2025,Working Professionals,Yes,No,4,4,North-East,No,5,16-04-2025,No,0,174000,99acres
RNT201508,PROP504838,Patna,Bihar,Zone D,Row House,3,3,4,1592,1831,13000,26000,2,3000,16000,8.17,Semi-Furnished,24-02-2024,Working Professionals,Yes,No,25,37,South-East,No,6,18-02-2024,No,0,156000,Owner
RNT201509,PROP502728,Jaipur,Rajasthan,Jagatpura,Independent House,2,2,3,1483,1705,11500,57500,5,0,11500,7.75,Semi-Furnished,18-11-2024,Working Professionals,Yes,No,23,35,North-West,Yes,8,23-10-2025,Yes,2,138000,Housing.com
RNT201510,PROP503038,Surat,Gujarat,Katargam,Builder Floor,3,3,4,2151,2474,12500,25000,2,3000,15500,5.81,Unfurnished,15-01-2025,Family,No,Yes,2,14,North-West,Yes,7,09-10-2024,No,2,150000,NoBroker
RNT201511,PROP502836,Indore,Madhya Pradesh,Zone A,Penthouse,1,1,2,1593,1832,10000,100000,10,0,10000,6.28,Semi-Furnished,01-10-2025,Family,Yes,No,14,19,North-East,Yes,3,05-01-2023,No,2,120000,99acres
RNT201512,PROP500196,Pune,Maharashtra,Kalyani Nagar,Builder Floor,5,5,5,2658,3057,38000,380000,10,0,38000,14.3,Furnished,22-10-2025,Any,Yes,No,2,8,East,Yes,3,18-06-2025,No,0.5,456000,MagicBricks
RNT201513,PROP501239,Vadodara,Gujarat,Zone A,Independent House,5,5,5,2711,3118,21000,126000,6,0,21000,7.75,Furnished,21-07-2025,Bachelors,No,No,6,29,South-West,Yes,6,31-05-2023,No,2,252000,Owner
RNT201514,PROP503495,Kochi,Kerala,Zone J,Builder Floor,3,3,4,2037,2343,15500,46500,3,1500,17000,7.61,Furnished,05-08-2024,Working Professionals,No,No,2,21,South-West,Yes,5,23-06-2024,Yes,0,186000,Housing.com
RNT201515,PROP504311,Kochi,Kerala,Zone I,Apartment,3,3,4,1890,2174,11000,55000,5,3000,14000,5.82,Unfurnished,04-11-2025,Family,Yes,No,12,28,East,Yes,5,06-02-2024,Yes,0,132000,NoBroker
RNT201516,PROP503772,Surat,Gujarat,Bhatar,Builder Floor,3,3,4,1888,2171,18000,54000,3,3500,21500,9.53,Unfurnished,15-12-2024,Family,Yes,Yes,34,34,North,Yes,7,08-11-2024,Yes,2,216000,99acres
RNT201517,PROP500375,Surat,Gujarat,Dindoli,Apartment,1,1,2,1304,1500,12500,75000,6,1500,14000,9.59,Furnished,01-10-2024,Bachelors,Yes,No,20,35,South,Yes,5,17-01-2023,Yes,0,150000,99acres
RNT201518,PROP503965,Chandigarh,Chandigarh,Zone H,Studio,4,4,5,2353,2706,18500,185000,10,2500,21000,7.86,Furnished,01-07-2025,Family,No,Yes,17,20,North-East,Yes,4,27-11-2023,No,0,222000,MagicBricks
RNT201519,PROP503122,Ahmedabad,Gujarat,Chandkheda,Villa,3,3,4,2270,2610,15000,30000,2,2500,17500,6.61,Furnished,29-03-2024,Any,Yes,No,18,29,South-West,Yes,5,29-12-2023,Yes,0.5,180000,99acres
RNT201520,PROP501220,Kolkata,West Bengal,Howrah,Villa,2,2,3,1907,2193,27500,137500,5,1500,29000,14.42,Unfurnished,15-03-2025,Family,No,Yes,11,16,North-East,Yes,3,22-09-2024,Yes,0.5,330000,Housing.com
RNT201521,PROP505395,Delhi,Delhi,Rohini,Apartment,2,2,3,1670,1920,28500,171000,6,0,28500,17.07,Semi-Furnished,09-04-2024,Family,Yes,No,17,35,West,Yes,7,30-10-2023,No,0,342000,Owner
RNT201522,PROP504895,Ahmedabad,Gujarat,Thaltej,Independent House,1,1,2,1230,1414,16000,160000,10,0,16000,13.01,Furnished,18-04-2025,Bachelors,No,Yes,9,10,North,Yes,7,27-11-2023,Yes,2,192000,Housing.com
RNT201523,PROP501241,Chandigarh,Chandigarh,Zone F,Apartment,3,3,4,1824,2098,14500,145000,10,1500,16000,7.95,Furnished,13-04-2025,Working Professionals,Yes,Yes,30,33,North,No,6,19-07-2025,Yes,0,174000,NoBroker
RNT201524,PROP502883,Mumbai,Maharashtra,Thane,Studio,1,1,2,1451,1669,43500,217500,5,1500,45000,29.98,Unfurnished,31-01-2024,Working Professionals,Yes,No,6,7,West,Yes,8,24-05-2023,Yes,0.5,522000,Owner
RNT201525,PROP502959,Bhopal,Madhya Pradesh,Zone F,Studio,3,3,4,2053,2361,12500,62500,5,3500,16000,6.09,Semi-Furnished,29-02-2024,Any,Yes,No,24,25,North,Yes,7,15-03-2025,No,0,150000,MagicBricks
RNT201526,PROP504142,Surat,Gujarat,Vesu,Row House,1,1,2,1369,1574,6000,30000,5,0,6000,4.38,Unfurnished,18-08-2024,Bachelors,Yes,No,1,28,East,Yes,7,14-04-2025,Yes,0,72000,MagicBricks
RNT201527,PROP504738,Delhi,Delhi,Dwarka,Villa,5,5,5,2235,2570,51500,103000,2,2000,53500,23.04,Furnished,07-06-2024,Family,No,No,2,15,North,No,8,20-07-2023,No,0,618000,Owner
RNT201528,PROP500162,Kochi,Kerala,Zone B,Penthouse,5,5,5,2686,3089,22000,220000,10,2000,24000,8.19,Semi-Furnished,24-01-2024,Working Professionals,No,Yes,2,2,South,Yes,7,20-04-2023,No,0,264000,Housing.com
RNT201529,PROP503767,Visakhapatnam,Andhra Pradesh,Zone G,Penthouse,1,1,2,1141,1312,13000,26000,2,2500,15500,11.39,Unfurnished,27-02-2025,Family,Yes,No,7,10,West,Yes,6,24-11-2024,Yes,0.5,156000,MagicBricks
RNT201530,PROP500987,Bangalore,Karnataka,Indiranagar,Row House,5,5,5,2541,2922,50000,250000,5,1500,51500,19.68,Semi-Furnished,26-04-2025,Working Professionals,No,No,2,38,South-East,Yes,3,26-02-2025,No,0,600000,NoBroker
RNT201531,PROP501082,Coimbatore,Tamil Nadu,Zone B,Penthouse,2,2,3,1645,1892,12500,25000,2,3000,15500,7.6,Unfurnished,28-07-2025,Bachelors,Yes,Yes,6,36,South-West,Yes,4,13-05-2024,No,0,150000,Housing.com
RNT201532,PROP505000,Nagpur,Maharashtra,Zone J,Builder Floor,5,5,5,2649,3046,21000,105000,5,0,21000,7.93,Unfurnished,30-09-2025,Working Professionals,Yes,No,27,35,South-East,Yes,8,16-11-2025,No,1,252000,Housing.com
RNT201533,PROP501506,Lucknow,Uttar Pradesh,Zone H,Villa,3,3,4,2009,2310,14500,87000,6,2500,17000,7.22,Furnished,18-12-2024,Any,Yes,No,18,34,North,No,5,17-06-2024,Yes,0.5,174000,MagicBricks
RNT201534,PROP504825,Hyderabad,Telangana,Kukatpally,Apartment,1,1,2,1708,1964,8500,25500,3,2000,10500,4.98,Semi-Furnished,26-09-2024,Any,No,Yes,5,24,East,No,7,13-08-2024,Yes,1,102000,MagicBricks
RNT201535,PROP500670,Jaipur,Rajasthan,Pratap Nagar,Row House,1,1,2,1269,1459,12000,36000,3,2500,14500,9.46,Semi-Furnished,08-04-2025,Any,Yes,Yes,30,36,West,Yes,6,31-08-2023,No,0.5,144000,MagicBricks
RNT201536,PROP505685,Patna,Bihar,Zone A,Studio,4,4,5,2157,2481,17500,105000,6,2000,19500,8.11,Unfurnished,23-12-2024,Family,Yes,No,2,18,West,Yes,5,01-07-2023,No,0,210000,Owner
RNT201537,PROP505847,Jaipur,Rajasthan,Pratap Nagar,Independent House,1,1,2,1412,1624,11500,23000,2,3000,14500,8.14,Unfurnished,20-12-2024,Family,Yes,Yes,24,33,South-East,Yes,3,30-04-2024,Yes,0,138000,Owner
RNT201538,PROP503448,Visakhapatnam,Andhra Pradesh,Zone H,Row House,2,2,3,1323,1521,17000,102000,6,3500,20500,12.85,Semi-Furnished,04-09-2024,Working Professionals,Yes,Yes,21,30,North-East,Yes,5,17-06-2025,No,0,204000,MagicBricks
RNT201539,PROP502384,Nagpur,Maharashtra,Zone B,Independent House,5,5,5,2674,3075,17500,105000,6,2000,19500,6.54,Semi-Furnished,07-05-2024,Any,Yes,Yes,1,8,North,No,4,08-02-2025,No,0.5,210000,Housing.com
RNT201540,PROP501057,Nagpur,Maharashtra,Zone B,Penthouse,1,1,2,1643,1889,7000,14000,2,3000,10000,4.26,Unfurnished,06-02-2024,Any,No,Yes,8,8,South-East,No,7,07-12-2023,No,0,84000,MagicBricks
RNT201541,PROP500654,Kochi,Kerala,Zone I,Builder Floor,2,2,3,1503,1728,14000,42000,3,2000,16000,9.31,Unfurnished,30-08-2024,Bachelors,Yes,No,17,28,South,Yes,8,16-05-2024,Yes,0.5,168000,Housing.com
RNT201542,PROP504949,Chennai,Tamil Nadu,Ambattur,Builder Floor,4,4,5,2483,2855,29500,88500,3,1500,31000,11.88,Furnished,28-12-2024,Bachelors,No,Yes,21,30,North,Yes,8,17-12-2024,No,1,354000,Owner
RNT201543,PROP500528,Bangalore,Karnataka,Electronic City,Penthouse,3,3,4,1635,1880,37000,222000,6,1500,38500,22.63,Semi-Furnished,31-05-2025,Any,No,No,14,34,North,Yes,4,22-05-2023,Yes,0,444000,Housing.com
RNT201544,PROP504046,Chennai,Tamil Nadu,Velachery,Builder Floor,2,2,3,1637,1883,14000,70000,5,3000,17000,8.55,Unfurnished,22-09-2025,Family,No,No,11,14,North-East,Yes,6,28-06-2023,No,2,168000,Housing.com
RNT201545,PROP503433,Lucknow,Uttar Pradesh,Zone J,Penthouse,3,3,4,1818,2091,15500,155000,10,2500,18000,8.53,Unfurnished,05-07-2025,Bachelors,Yes,Yes,9,23,South,Yes,6,08-09-2025,No,2,186000,Owner
RNT201546,PROP504639,Bangalore,Karnataka,Marathahalli,Builder Floor,2,2,3,1785,2053,26000,130000,5,2000,28000,14.57,Furnished,20-10-2024,Family,No,Yes,4,7,West,Yes,4,17-06-2024,Yes,0,312000,NoBroker
RNT201547,PROP500780,Jaipur,Rajasthan,Malviya Nagar,Builder Floor,2,2,3,1752,2015,16000,96000,6,0,16000,9.13,Unfurnished,09-03-2024,Any,Yes,Yes,27,34,North,Yes,3,18-08-2025,Yes,0.5,192000,NoBroker
RNT201548,PROP502716,Kolkata,West Bengal,Dumdum,Apartment,2,2,3,1896,2180,19500,195000,10,1500,21000,10.28,Unfurnished,07-06-2025,Family,Yes,Yes,35,36,South-West,Yes,6,15-08-2024,Yes,1,234000,99acres
RNT201549,PROP502964,Bhopal,Madhya Pradesh,Zone J,Row House,3,3,4,1801,2071,15500,155000,10,1500,17000,8.61,Furnished,25-01-2024,Bachelors,No,Yes,2,14,South-East,Yes,6,02-08-2023,No,0,186000,NoBroker
RNT201550,PROP504764,Pune,Maharashtra,Baner,Studio,3,3,4,2379,2736,27500,137500,5,0,27500,11.56,Unfurnished,11-04-2025,Family,No,No,7,36,South,Yes,4,13-11-2024,No,2,330000,Owner
RNT201551,PROP505697,Ahmedabad,Gujarat,Vastrapur,Independent House,2,2,3,1904,2190,15000,75000,5,2500,17500,7.88,Furnished,01-03-2024,Working Professionals,Yes,No,3,25,South-West,Yes,5,02-10-2025,Yes,2,180000,MagicBricks
RNT201552,PROP505372,Kochi,Kerala,Zone G,Apartment,1,1,2,1076,1237,7500,15000,2,3500,11000,6.97,Semi-Furnished,07-06-2024,Bachelors,Yes,No,10,21,East,Yes,8,29-10-2024,Yes,0,90000,MagicBricks
